fusion_fund_id,fusion_fund_name,asset_family,base_method,fusion_variant,fusion_variant_label,tilt_strength,transaction_cost_bps,start_date,end_date,observations,periods_per_year,average_period_return,annualized_return,cagr,annualized_volatility,sharpe_ratio,sortino_ratio,total_return,maximum_drawdown,historical_var_95,historical_expected_shortfall_95,rebalance_count,average_rebalance_turnover,annualized_turnover,delta_annualized_return_vs_base,delta_cagr_vs_base,delta_annualized_volatility_vs_base,delta_sharpe_ratio_vs_base,delta_maximum_drawdown_vs_base,delta_annualized_turnover_vs_base
equity_risk_parity_base,Equity Base Risk Parity,equity,risk_parity,base,Base Risk Parity,0.0,0.0,2021-01-04,2023-12-29,753,252,0.0004169177885627062,0.10506328271780195,0.09911011509006662,0.14528353167194893,0.723160302538869,1.0375503014386278,0.32627941269541383,-0.18493153172237697,0.015088588141022808,0.020353857222348837,36,0.030929390610620628,0.37263138329289547,0.0,0.0,0.0,0.0,0.0,0.0
equity_risk_parity_sentiment,Equity Baseline Sentiment,equity,risk_parity,sentiment,Baseline Sentiment,0.25,0.0,2021-01-04,2023-12-29,753,252,0.00039276775278985983,0.09897747370304467,0.09248757990300582,0.14500056709546671,0.6826005972644165,0.9757628462532155,0.30254334889028467,-0.18663149385534217,0.015204738855161316,0.020416033892487247,36,0.04883042905178992,0.5882996711259473,-0.006085809014757276,-0.006622535187060796,-0.00028296457648221973,-0.04055970527445252,-0.0016999621329651937,0.2156682878330518
equity_risk_parity_coverage_adjusted,Equity AtlasSignal Coverage-Adjusted,equity,risk_parity,coverage_adjusted,AtlasSignal Coverage-Adjusted,0.25,0.0,2021-01-04,2023-12-29,753,252,0.0003983358409963762,0.1003806319310868,0.09399549441229671,0.14516276894438623,0.6915039762677987,0.9892258332852257,0.30792285698224386,-0.1866266967632777,0.015216685359713012,0.0204187839363154,36,0.044043785940548766,0.530631110295695,-0.004682650786715148,-0.00511462067776991,-0.00012076272756270101,-0.03165632627107029,-0.0016951650409007257,0.15799972700279952
combined_risk_parity_base,Combined Base Risk Parity,combined,risk_parity,base,Base Risk Parity,0.0,0.0,2021-01-04,2023-12-29,753,252,0.0005710125491366681,0.14389516238244035,0.13967265485105096,0.16201884472110997,0.8881384300087641,1.2742999891865823,0.47796595466829506,-0.19474678651715738,0.016078661026422615,0.023195780836641523,36,0.03680269375880724,0.4433918164407693,0.0,0.0,0.0,0.0,0.0,0.0
combined_risk_parity_sentiment,Combined Baseline Sentiment,combined,risk_parity,sentiment,Baseline Sentiment,0.25,0.0,2021-01-04,2023-12-29,753,252,0.0005486817071559861,0.13826779020330848,0.13335215058870697,0.16162058956402878,0.8555085127228256,1.2236245593836266,0.4536083809814806,-0.19577823808044048,0.015961102532129345,0.02320155776062513,36,0.05286242122464745,0.6368763417662704,-0.005627372179131868,-0.0063205042623439844,-0.0003982551570811954,-0.03262991728593856,-0.0010314515632831034,0.1934845253255011
combined_risk_parity_coverage_adjusted,Combined AtlasSignal Coverage-Adjusted,combined,risk_parity,coverage_adjusted,AtlasSignal Coverage-Adjusted,0.25,0.0,2021-01-04,2023-12-29,753,252,0.0005537311380942545,0.13954024679975213,0.13476398829392133,0.16178787204254128,0.8624889185949658,1.23434161339095,0.4590258873795894,-0.1958012077392769,0.016012037609967545,0.023216803811502346,36,0.048405821105579144,0.5831840757899256,-0.004354915582688218,-0.004908666557129626,-0.0002309726785686972,-0.025649511413798343,-0.001054421222119517,0.1397922593491563
