trading_date,ticker,sector,ticker_sentiment,ticker_positive,ticker_neutral,ticker_negative,headline_count,positive_headlines,neutral_headlines,negative_headlines,sentiment_dispersion,ticker_sentiment_label
2020-01-06,KO,Consumer,0.2263,0.1555,0.8445,0.0,4,2,2,0,0.22646436805820028,positive
2020-01-06,NKE,Consumer,0.020233333333333325,0.077,0.7963333333333334,0.12666666666666668,3,1,1,1,0.3501204015129018,neutral
2020-01-06,SBUX,Consumer,0.13935,0.06175,0.93825,0.0,4,1,3,0,0.24136128003472307,positive
2020-01-06,WMT,Consumer,0.06328823529411765,0.07688235294117647,0.887764705882353,0.03535294117647059,17,6,9,2,0.19800764953242692,positive
2020-01-06,COP,Energy,0.09106666666666667,0.049666666666666665,0.9503333333333334,0.0,3,1,2,0,0.12878771508010986,positive
2020-01-06,CVX,Energy,0.0876,0.10125,0.841,0.05775,4,2,2,0,0.11169494169388335,positive
2020-01-06,OXY,Energy,0.06608181818181817,0.14800000000000002,0.8054545454545454,0.046636363636363636,11,7,2,2,0.37666296199938315,positive
2020-01-06,SLB,Energy,0.0662,0.118875,0.83875,0.042375,8,4,3,1,0.2961629407944215,positive
2020-01-06,XOM,Energy,0.11624999999999999,0.1095,0.86375,0.02675,8,2,5,1,0.30526706340514365,positive
2020-01-06,GS,Financials,0.4588,0.2,0.8,0.0,1,1,0,0,0.0,positive
2020-01-06,MS,Financials,0.5081,0.3095,0.6905,0.0,2,2,0,0,0.04930000000000001,positive
2020-01-06,USB,Financials,0.0023800000000000045,0.0432,0.9401999999999999,0.0166,5,2,2,1,0.24386435901951725,neutral
2020-01-06,V,Financials,0.2053,0.197,0.716,0.087,2,1,0,1,0.4316,positive
2020-01-06,WFC,Financials,0.24695,0.0905,0.9095,0.0,2,1,1,0,0.24695,positive
2020-01-06,ABBV,Healthcare,0.10115,0.1155,0.8845000000000001,0.0,2,1,1,0,0.10115,positive
2020-01-06,ABT,Healthcare,0.4939,0.198,0.802,0.0,1,1,0,0,0.0,positive
2020-01-06,AMGN,Healthcare,0.3481,0.191,0.8089999999999999,0.0,2,2,0,0,0.1458,positive
2020-01-06,GILD,Healthcare,0.58365,0.3215,0.6785,0.0,2,2,0,0,0.14325,positive
2020-01-06,MRK,Healthcare,0.1091,0.0534,0.9348000000000001,0.012,5,2,3,0,0.1934351157365177,positive
2020-01-06,BA,Industrials,0.07211111111111111,0.13522222222222224,0.8102222222222222,0.05455555555555555,9,4,4,1,0.3454553563195634,positive
2020-01-06,CAT,Industrials,0.0,0.0,1.0,0.0,1,0,1,0,0.0,neutral
2020-01-06,GE,Industrials,0.148475,0.16925,0.74225,0.0885,4,2,2,0,0.22834871769948695,positive
2020-01-06,DD,Materials,-0.4019,0.0,0.722,0.278,1,0,0,1,0.0,negative
2020-01-06,DOW,Materials,0.0,0.0,1.0,0.0,2,0,2,0,0.0,neutral
2020-01-06,NEM,Materials,0.12283999999999999,0.0738,0.9262,0.0,5,2,3,0,0.15061136212118925,positive
2020-01-06,NUE,Materials,0.0,0.0,1.0,0.0,1,0,1,0,0.0,neutral
2020-01-06,CCI,RealEstate,0.0,0.0,1.0,0.0,1,0,1,0,0.0,neutral
2020-01-06,PLD,RealEstate,0.296,0.268,0.732,0.0,1,1,0,0,0.0,positive
2020-01-06,PSA,RealEstate,0.148,0.134,0.866,0.0,2,1,1,0,0.148,positive
2020-01-06,ADBE,Tech,-0.41925,0.0,0.6,0.4,2,0,0,2,0.021150000000000002,negative
2020-01-06,AMD,Tech,0.06670000000000001,0.051166666666666666,0.9041666666666667,0.04466666666666667,6,2,3,1,0.24006428305768437,positive
2020-01-06,INTC,Tech,-0.031233333333333325,0.051,0.8596666666666666,0.08933333333333333,3,1,1,1,0.20462545187624037,neutral
2020-01-06,NVDA,Tech,0.0,0.0,1.0,0.0,1,0,1,0,0.0,neutral
2020-01-06,QCOM,Tech,0.3182,0.187,0.813,0.0,1,1,0,0,0.0,positive
2020-01-06,D,Utilities,0.0,0.0,1.0,0.0,2,0,2,0,0.0,neutral
2020-01-06,DUK,Utilities,0.0,0.0,1.0,0.0,1,0,1,0,0.0,neutral
2020-01-06,NEE,Utilities,0.31845,0.197,0.8029999999999999,0.0,2,1,1,0,0.31845,positive
2020-01-06,SO,Utilities,-0.2732,0.0,0.656,0.344,1,0,0,1,0.0,negative
2020-01-07,CMCSA,Comm,0.8779,0.442,0.558,0.0,1,1,0,0,0.0,positive
2020-01-07,T,Comm,0.0,0.0,1.0,0.0,1,0,1,0,0.0,neutral
2020-01-07,TMUS,Comm,0.0,0.0,1.0,0.0,3,0,3,0,0.0,neutral
2020-01-07,DIS,Consumer,0.05778749999999999,0.09612499999999999,0.86675,0.037125,8,3,3,2,0.29510480950630064,positive
2020-01-07,KO,Consumer,0.15794999999999998,0.10950000000000001,0.8905,0.0,4,2,2,0,0.16468031910340714,positive
2020-01-07,NKE,Consumer,0.3818,0.271,0.729,0.0,1,1,0,0,0.0,positive
2020-01-07,SBUX,Consumer,0.050575,0.05775,0.94225,0.0,4,1,3,0,0.08759846959279596,positive
2020-01-07,WMT,Consumer,0.08808,0.0984,0.9016,0.0,5,1,4,0,0.17616,positive
2020-01-07,CVX,Energy,0.0,0.0,1.0,0.0,3,0,3,0,0.0,neutral
2020-01-07,OXY,Energy,0.03364999999999999,0.08533333333333333,0.8346666666666667,0.07983333333333333,6,1,3,2,0.2408041233727806,neutral
2020-01-07,XOM,Energy,0.2044,0.10933333333333332,0.8906666666666666,0.0,3,2,1,0,0.14708292445646665,positive
2020-01-07,GS,Financials,0.059199999999999996,0.0536,0.9464,0.0,5,1,4,0,0.11839999999999998,positive
2020-01-07,MS,Financials,0.4404,0.244,0.756,0.0,1,1,0,0,0.0,positive
2020-01-07,V,Financials,0.0,0.0,1.0,0.0,1,0,1,0,0.0,neutral
2020-01-07,WFC,Financials,0.0625,0.04175,0.95825,0.0,4,1,3,0,0.10825317547305482,positive
2020-01-07,ABBV,Healthcare,0.36258,0.22999999999999998,0.7504,0.0196,5,4,1,0,0.18402966499996679,positive
2020-01-07,ABT,Healthcare,0.3551666666666667,0.261,0.6913333333333332,0.047999999999999994,3,3,0,0,0.19945635000058423,positive
2020-01-07,AMGN,Healthcare,0.0,0.0,1.0,0.0,1,0,1,0,0.0,neutral
2020-01-07,GILD,Healthcare,0.0,0.0,1.0,0.0,1,0,1,0,0.0,neutral
2020-01-07,MRK,Healthcare,-0.17456,0.054000000000000006,0.8172,0.1288,5,0,3,2,0.2600536759978601,negative
2020-01-07,BA,Industrials,0.05862857142857143,0.09314285714285715,0.8797142857142858,0.027142857142857142,7,2,4,1,0.15619089706679648,positive
2020-01-07,CAT,Industrials,0.1643,0.13275,0.8672500000000001,0.0,4,2,2,0,0.1659092221668223,positive
2020-01-07,GE,Industrials,0.0,0.0,1.0,0.0,1,0,1,0,0.0,neutral
2020-01-07,UPS,Industrials,-0.1027,0.0,0.865,0.135,1,0,0,1,0.0,negative
2020-01-07,DD,Materials,0.0,0.0,1.0,0.0,1,0,1,0,0.0,neutral
2020-01-07,NEM,Materials,0.0,0.0,1.0,0.0,1,0,1,0,0.0,neutral
2020-01-07,SHW,Materials,0.3818,0.271,0.729,0.0,1,1,0,0,0.0,positive
2020-01-07,AMT,RealEstate,0.0,0.0,1.0,0.0,1,0,1,0,0.0,neutral
2020-01-07,O,RealEstate,0.0,0.0,1.0,0.0,1,0,1,0,0.0,neutral
2020-01-07,AMD,Tech,0.009425,0.095,0.84325,0.061875,8,2,4,2,0.10630233710977384,neutral
2020-01-07,INTC,Tech,-0.032214285714285716,0.113,0.7847142857142858,0.10228571428571429,7,2,2,3,0.3264485233039766,neutral
2020-01-07,NVDA,Tech,0.0,0.0,1.0,0.0,1,0,1,0,0.0,neutral
2020-01-07,QCOM,Tech,0.059199999999999996,0.010199999999999999,0.9898,0.0,5,1,4,0,0.11839999999999999,positive
2020-01-07,SO,Utilities,0.6369,0.344,0.656,0.0,1,1,0,0,0.0,positive
2020-01-08,CMCSA,Comm,0.48755,0.318,0.65625,0.026,4,4,0,0,0.21455947310710846,positive
2020-01-08,EA,Comm,0.148,0.0475,0.9525,0.0,2,1,1,0,0.148,positive
2020-01-08,T,Comm,0.03286,0.0252,0.9359,0.03899999999999999,10,2,7,1,0.08027357223893801,neutral
2020-01-08,TMUS,Comm,0.10350000000000002,0.18175,0.73275,0.0855,4,3,0,1,0.30051593135805627,positive
2020-01-08,DIS,Consumer,0.21910000000000002,0.171,0.8142857142857143,0.014857142857142857,7,4,3,0,0.21083722902480279,positive
2020-01-08,KO,Consumer,0.0,0.0,1.0,0.0,1,0,1,0,0.0,neutral
2020-01-08,SBUX,Consumer,0.05135,0.0745,0.9255,0.0,2,1,1,0,0.05135,positive
2020-01-08,WMT,Consumer,0.0166,0.0595,0.9046666666666666,0.035666666666666666,6,1,4,1,0.0911219146711335,neutral
2020-01-08,COP,Energy,-0.006374999999999992,0.11750000000000001,0.846,0.0365,4,2,1,1,0.3450302622597038,neutral
2020-01-08,CVX,Energy,0.09106666666666667,0.05333333333333334,0.9466666666666667,0.0,3,1,2,0,0.12878771508010986,positive
2020-01-08,OXY,Energy,0.11828333333333334,0.19083333333333333,0.7638333333333334,0.04533333333333334,6,4,1,1,0.3741735133003879,positive
2020-01-08,SLB,Energy,-0.43394999999999995,0.0395,0.7344999999999999,0.22599999999999998,2,0,0,2,0.13795,negative
2020-01-08,XOM,Energy,0.1366,0.08,0.9199999999999999,0.0,2,1,1,0,0.1366,positive
2020-01-08,GS,Financials,0.7845,0.378,0.622,0.0,1,1,0,0,0.0,positive
2020-01-08,MS,Financials,0.39225,0.189,0.8109999999999999,0.0,2,1,1,0,0.39225,positive
2020-01-08,V,Financials,0.2263,0.16,0.84,0.0,1,1,0,0,0.0,positive
2020-01-08,ABBV,Healthcare,0.23786666666666667,0.19799999999999998,0.8019999999999999,0.0,3,2,1,0,0.18152019783545362,positive
2020-01-08,GILD,Healthcare,0.4939,0.167,0.833,0.0,1,1,0,0,0.0,positive
2020-01-08,MRK,Healthcare,0.03968888888888887,0.1748888888888889,0.7364444444444445,0.08855555555555555,9,4,2,3,0.45348133232298776,neutral
2020-01-08,BA,Industrials,0.061028571428571425,0.10157142857142856,0.8508571428571429,0.04757142857142858,7,2,4,1,0.30957155053066354,positive
2020-01-08,GE,Industrials,0.0,0.0,1.0,0.0,3,0,3,0,0.0,neutral
2020-01-08,MMM,Industrials,0.0,0.134,0.776,0.09,2,1,0,1,0.296,neutral
2020-01-08,DD,Materials,-0.43394999999999995,0.0395,0.7975,0.16299999999999998,2,0,0,2,0.13795,negative
2020-01-08,NEM,Materials,0.23474999999999996,0.18050000000000002,0.72875,0.09075,4,2,1,1,0.35261927414706074,positive
2020-01-08,AMT,RealEstate,0.17,0.097,0.903,0.0,2,1,1,0,0.17,positive
2020-01-08,CCI,RealEstate,-0.3716,0.122,0.645,0.233,1,0,0,1,0.0,negative
2020-01-08,ADBE,Tech,0.17,0.1275,0.8725,0.0,2,1,1,0,0.17,positive
2020-01-08,AMD,Tech,0.16605999999999999,0.1131,0.8869,0.0,10,5,5,0,0.20634138314938183,positive
2020-01-08,INTC,Tech,0.013712500000000002,0.043125,0.938125,0.018625,8,2,5,1,0.15568212355228844,neutral
2020-01-08,QCOM,Tech,0.0,0.0,1.0,0.0,2,0,2,0,0.0,neutral
2020-01-08,AEP,Utilities,0.0,0.0,1.0,0.0,1,0,1,0,0.0,neutral
2020-01-08,D,Utilities,0.6369,0.512,0.488,0.0,1,1,0,0,0.0,positive
2020-01-08,SO,Utilities,0.2023,0.25,0.565,0.185,1,1,0,0,0.0,positive
2020-01-09,CMCSA,Comm,0.5049,0.346,0.6539999999999999,0.0,2,2,0,0,0.14369999999999997,positive
2020-01-09,EA,Comm,0.0,0.0,1.0,0.0,1,0,1,0,0.0,neutral
2020-01-09,T,Comm,0.296,0.216,0.784,0.0,1,1,0,0,0.0,positive
2020-01-09,TMUS,Comm,0.0,0.0,1.0,0.0,1,0,1,0,0.0,neutral
2020-01-09,TTWO,Comm,0.0,0.0,1.0,0.0,1,0,1,0,0.0,neutral
2020-01-09,DIS,Consumer,0.480725,0.34425,0.61675,0.039,4,4,0,0,0.23268428583597991,positive
2020-01-09,KO,Consumer,0.29205,0.2055,0.7945,0.0,2,2,0,0,0.08974999999999998,positive
2020-01-09,NKE,Consumer,0.3197666666666667,0.20566666666666666,0.7943333333333333,0.0,3,2,1,0,0.23485187293743737,positive
2020-01-09,SBUX,Consumer,0.21212857142857144,0.1842857142857143,0.7679999999999999,0.047857142857142855,7,4,2,1,0.36692741093840237,positive
2020-01-09,WMT,Consumer,0.11261111111111112,0.10033333333333333,0.8797777777777778,0.019888888888888887,9,3,6,0,0.16219289232573558,positive
2020-01-09,CVX,Energy,0.2732,0.16,0.84,0.0,1,1,0,0,0.0,positive
2020-01-09,OXY,Energy,-0.18769999999999998,0.137,0.7284999999999999,0.135,2,1,0,1,0.4609,negative
2020-01-09,SLB,Energy,0.10600000000000001,0.1795,0.728,0.0925,2,1,0,1,0.234,positive
2020-01-09,XOM,Energy,0.22254000000000002,0.25060000000000004,0.6688,0.0806,5,4,0,1,0.16771503927793716,positive
2020-01-09,GS,Financials,0.5574,0.365,0.635,0.0,1,1,0,0,0.0,positive
2020-01-09,MS,Financials,-0.04762,0.040999999999999995,0.9004,0.0586,5,1,3,1,0.21144225121767882,neutral
2020-01-09,USB,Financials,0.0,0.0,1.0,0.0,1,0,1,0,0.0,neutral
2020-01-09,V,Financials,0.35746666666666665,0.20366666666666666,0.7963333333333334,0.0,3,2,1,0,0.2755277400835632,positive
2020-01-09,WFC,Financials,0.4404,0.225,0.775,0.0,1,1,0,0,0.0,positive
2020-01-09,AMGN,Healthcare,0.0,0.0,1.0,0.0,1,0,1,0,0.0,neutral
2020-01-09,GILD,Healthcare,0.0,0.0,1.0,0.0,4,0,4,0,0.0,neutral
2020-01-09,MRK,Healthcare,0.47713333333333335,0.215,0.785,0.0,3,2,1,0,0.34046846484741516,positive
2020-01-09,BA,Industrials,0.0,0.0,1.0,0.0,2,0,2,0,0.0,neutral
2020-01-09,CAT,Industrials,0.0,0.0,1.0,0.0,1,0,1,0,0.0,neutral
2020-01-09,GE,Industrials,0.10115,0.1155,0.8845000000000001,0.0,2,1,1,0,0.10115,positive
2020-01-09,MMM,Industrials,0.06743333333333333,0.06833333333333333,0.9316666666666666,0.0,3,1,2,0,0.09536513455602572,positive
2020-01-09,UPS,Industrials,0.0,0.0,1.0,0.0,1,0,1,0,0.0,neutral
2020-01-09,DD,Materials,0.0,0.0,1.0,0.0,1,0,1,0,0.0,neutral
2020-01-09,DOW,Materials,0.0,0.0,1.0,0.0,2,0,2,0,0.0,neutral
2020-01-09,NEM,Materials,0.12726666666666667,0.06866666666666667,0.9313333333333333,0.0,3,1,2,0,0.17998224603801588,positive
2020-01-09,AMT,RealEstate,0.0,0.0,1.0,0.0,1,0,1,0,0.0,neutral
2020-01-09,ADBE,Tech,0.0,0.0,1.0,0.0,2,0,2,0,0.0,neutral
2020-01-09,AMD,Tech,0.21905,0.12916666666666665,0.8708333333333332,0.0,6,4,2,0,0.2204757186177199,positive
2020-01-09,INTC,Tech,0.13999999999999999,0.0836,0.9164,0.0,5,2,3,0,0.17263978683953476,positive
2020-01-09,NVDA,Tech,0.0,0.0,1.0,0.0,1,0,1,0,0.0,neutral
2020-01-09,QCOM,Tech,0.09866666666666667,0.072,0.9279999999999999,0.0,3,1,2,0,0.13953573815414536,positive
2020-01-09,AEP,Utilities,0.296,0.216,0.784,0.0,1,1,0,0,0.0,positive
2020-01-09,D,Utilities,0.0,0.0,1.0,0.0,2,0,2,0,0.0,neutral
2020-01-09,NEE,Utilities,0.0,0.0,1.0,0.0,1,0,1,0,0.0,neutral
2020-01-09,SO,Utilities,0.0,0.0,1.0,0.0,1,0,1,0,0.0,neutral
2020-01-10,CMCSA,Comm,-0.5423,0.0,0.759,0.241,1,0,0,1,0.0,negative
2020-01-10,EA,Comm,0.0,0.0,1.0,0.0,2,0,2,0,0.0,neutral
2020-01-10,T,Comm,0.31473333333333336,0.266,0.734,0.0,3,3,0,0,0.08342199283695449,positive
2020-01-10,TMUS,Comm,0.37095,0.2665,0.7335,0.0,2,2,0,0,0.030949999999999978,positive
2020-01-10,DIS,Consumer,0.07625,0.1155,0.80325,0.08125,4,2,2,0,0.08398858553398789,positive
2020-01-10,KO,Consumer,0.07485,0.10775,0.787,0.10525,4,1,2,1,0.4728642167684081,positive
2020-01-10,NKE,Consumer,0.0,0.0,1.0,0.0,1,0,1,0,0.0,neutral
2020-01-10,SBUX,Consumer,0.0,0.0,1.0,0.0,1,0,1,0,0.0,neutral
2020-01-10,WMT,Consumer,-0.13038,0.0538,0.8460000000000001,0.1004,5,0,3,2,0.16675064497626388,negative
2020-01-10,COP,Energy,0.1836,0.223,0.6315,0.1455,2,1,1,0,0.2179,positive
2020-01-10,CVX,Energy,0.11945,0.116,0.8109999999999999,0.073,2,1,1,0,0.15375,positive
2020-01-10,OXY,Energy,-0.28049999999999997,0.1405,0.598,0.2615,2,0,1,1,0.24619999999999997,negative
2020-01-10,SLB,Energy,0.0918,0.1115,0.81575,0.07275,4,1,3,0,0.17935285054885525,positive
2020-01-10,XOM,Energy,0.25546,0.18319999999999997,0.7586,0.058199999999999995,5,3,2,0,0.25153907529447583,positive
2020-01-10,MS,Financials,0.405,0.2155,0.734,0.0505,2,1,1,0,0.405,positive
2020-01-10,USB,Financials,0.0,0.0,1.0,0.0,1,0,1,0,0.0,neutral
2020-01-10,WFC,Financials,0.253075,0.1345,0.8402499999999999,0.02525,4,2,2,0,0.33197796142967084,positive
2020-01-10,ABBV,Healthcare,0.027899999999999998,0.077,0.8550000000000001,0.06799999999999999,3,1,1,1,0.29464080957441496,neutral
2020-01-10,ABT,Healthcare,0.4939,0.198,0.802,0.0,1,1,0,0,0.0,positive
2020-01-10,AMGN,Healthcare,0.32926666666666665,0.10833333333333334,0.8916666666666666,0.0,3,2,1,0,0.23282669281869056,positive
2020-01-10,GILD,Healthcare,-0.10606666666666666,0.0,0.932,0.06799999999999999,3,0,2,1,0.1500009185157063,negative
2020-01-10,MRK,Healthcare,0.4939,0.1625,0.8375,0.0,2,2,0,0,0.0,positive
2020-01-10,BA,Industrials,0.09104999999999999,0.18575,0.75375,0.0605,4,2,1,1,0.23356306964072893,positive
2020-01-10,CAT,Industrials,0.0386,0.089,0.911,0.0,2,1,1,0,0.0386,neutral
2020-01-10,GE,Industrials,0.148,0.1195,0.8805000000000001,0.0,2,1,1,0,0.148,positive
2020-01-10,DD,Materials,-0.2023,0.0,0.769,0.231,1,0,0,1,0.0,negative
2020-01-10,DOW,Materials,0.0,0.0,1.0,0.0,1,0,1,0,0.0,neutral
2020-01-10,NEM,Materials,-0.2263,0.138,0.679,0.183,1,0,0,1,0.0,negative
2020-01-10,NUE,Materials,0.0,0.0,1.0,0.0,1,0,1,0,0.0,neutral
2020-01-10,AMT,RealEstate,-0.3612,0.0,0.8,0.2,1,0,0,1,0.0,negative
2020-01-10,CCI,RealEstate,0.0772,0.098,0.902,0.0,1,1,0,0,0.0,positive
2020-01-10,O,RealEstate,-0.1366,0.0,0.8705,0.1295,2,0,1,1,0.1366,negative
2020-01-10,PLD,RealEstate,0.0,0.0,1.0,0.0,1,0,1,0,0.0,neutral
2020-01-10,PSA,RealEstate,0.0,0.0,1.0,0.0,1,0,1,0,0.0,neutral
2020-01-10,ADBE,Tech,0.148,0.094,0.906,0.0,4,2,2,0,0.148,positive
